epoch,loss_epoch,loss_step,step
0,,2.45027756690979,49
0,,0.9506806135177612,99
0,4.654648780822754,,99
1,,1.0358203649520874,149
1,,1.7338773012161255,199
1,1.3834900856018066,,199
2,,1.9309523105621338,249
2,,2.1406967639923096,299
2,1.3276851177215576,,299
3,,1.1568516492843628,349
3,,0.9533580541610718,399
3,1.2764458656311035,,399
4,,1.2958214282989502,449
4,,1.5968797206878662,499
4,1.3342785835266113,,499
5,,1.3626511096954346,549
5,,0.5800654888153076,599
5,1.1329939365386963,,599
6,,0.44013476371765137,649
6,,0.790416955947876,699
6,0.754814863204956,,699
7,,0.6970946788787842,749
7,,0.5816309452056885,799
7,0.7104015350341797,,799
8,,0.33176112174987793,849
8,,0.23530006408691406,899
8,0.45443686842918396,,899
9,,0.2673300504684448,949
9,,0.39655888080596924,999
9,0.4999215006828308,,999
10,,0.5543524026870728,1049
10,,1.1806426048278809,1099
10,0.5854771733283997,,1099
11,,0.6867687702178955,1149
11,,0.5664751529693604,1199
11,0.45644089579582214,,1199
12,,0.3321610689163208,1249
12,,0.7102353572845459,1299
12,0.43579983711242676,,1299
13,,0.1376359462738037,1349
13,,0.3842580318450928,1399
13,0.4711342751979828,,1399
14,,0.3501002788543701,1449
14,,0.29174256324768066,1499
14,0.465435266494751,,1499
15,,0.3386305570602417,1549
15,,0.34707748889923096,1599
15,0.5176453590393066,,1599
16,,0.4463536739349365,1649
16,,0.1578456163406372,1699
16,0.46132832765579224,,1699
17,,0.4380427598953247,1749
17,,0.4254859685897827,1799
17,0.4921012818813324,,1799
18,,0.5202548503875732,1849
18,,0.49023592472076416,1899
18,0.417751669883728,,1899
19,,0.2434917688369751,1949
19,,0.7560303211212158,1999
19,0.36553823947906494,,1999
20,,0.15712761878967285,2049
20,,0.29138195514678955,2099
20,0.41376933455467224,,2099
21,,0.48078715801239014,2149
21,,0.34886837005615234,2199
21,0.33890190720558167,,2199
22,,0.21336567401885986,2249
22,,0.5640580654144287,2299
22,0.34134241938591003,,2299
23,,0.5687514543533325,2349
23,,0.2848306894302368,2399
23,0.31373077630996704,,2399
24,,0.1998957395553589,2449
24,,0.10033738613128662,2499
24,0.3516339063644409,,2499
25,,0.5241137742996216,2549
25,,0.3214811086654663,2599
25,0.3698519766330719,,2599
26,,0.13193225860595703,2649
26,,0.10072839260101318,2699
26,0.31456705927848816,,2699
27,,0.22483456134796143,2749
27,,0.24669265747070312,2799
27,0.29102909564971924,,2799
28,,0.5295569896697998,2849
28,,0.13819611072540283,2899
28,0.3449217975139618,,2899
29,,0.25443100929260254,2949
29,,0.6164395809173584,2999
29,0.32636746764183044,,2999
30,,0.23780357837677002,3049
30,,0.45329856872558594,3099
30,0.40037423372268677,,3099
31,,0.3472731113433838,3149
31,,0.5447839498519897,3199
31,0.2883613705635071,,3199
32,,0.6227250099182129,3249
32,,0.21555960178375244,3299
32,0.2639484107494354,,3299
33,,0.13885128498077393,3349
33,,0.37389612197875977,3399
33,0.2714433968067169,,3399
34,,0.17816162109375,3449
34,,0.14228904247283936,3499
34,0.24730825424194336,,3499
35,,0.24262559413909912,3549
35,,0.3785374164581299,3599
35,0.24328628182411194,,3599
36,,0.680435299873352,3649
36,,1.0723316669464111,3699
36,0.38429930806159973,,3699
37,,0.3985328674316406,3749
37,,0.08013927936553955,3799
37,0.3425321578979492,,3799
38,,0.49757611751556396,3849
38,,0.2045668363571167,3899
38,0.29609888792037964,,3899
39,,0.11032378673553467,3949
39,,0.20273852348327637,3999
39,0.2591661214828491,,3999
40,,0.07761728763580322,4049
40,,0.17333996295928955,4099
40,0.27343061566352844,,4099
41,,0.11999726295471191,4149
41,,0.3665790557861328,4199
41,0.2521190941333771,,4199
42,,0.27286696434020996,4249
42,,0.16644597053527832,4299
42,0.3253266215324402,,4299
43,,0.43827950954437256,4349
43,,0.06224191188812256,4399
43,0.25196942687034607,,4399
44,,0.19986164569854736,4449
44,,0.28169989585876465,4499
44,0.26132842898368835,,4499
45,,0.17385339736938477,4549
45,,0.45716822147369385,4599
45,0.2238154262304306,,4599
46,,0.13940906524658203,4649
46,,0.10174679756164551,4699
46,0.25821298360824585,,4699
47,,0.7153139114379883,4749
47,,0.46234023571014404,4799
47,0.26094943284988403,,4799
48,,0.08917009830474854,4849
48,,0.08974146842956543,4899
48,0.2272128164768219,,4899
49,,0.09182846546173096,4949
49,,0.3591735363006592,4999
49,0.2588638365268707,,4999
50,,0.13055801391601562,5049
50,,0.5562173128128052,5099
50,0.23284655809402466,,5099
51,,0.2885892391204834,5149
51,,0.1846315860748291,5199
51,0.28139129281044006,,5199
52,,0.2416830062866211,5249
52,,0.2907097339630127,5299
52,0.2306743860244751,,5299
53,,0.13957488536834717,5349
53,,0.1260852813720703,5399
53,0.16864877939224243,,5399
54,,0.3017622232437134,5449
54,,0.1971801519393921,5499
54,0.20245365798473358,,5499
55,,0.12524545192718506,5549
55,,0.15918564796447754,5599
55,0.20290572941303253,,5599
56,,0.16076362133026123,5649
56,,0.19849979877471924,5699
56,0.26483654975891113,,5699
57,,0.24020421504974365,5749
57,,0.11788463592529297,5799
57,0.28600800037384033,,5799
58,,0.1278676986694336,5849
58,,0.26772022247314453,5899
58,0.20980563759803772,,5899
59,,0.2610607147216797,5949
59,,0.20068955421447754,5999
59,0.2526693046092987,,5999
60,,0.38665223121643066,6049
60,,0.1760040521621704,6099
60,0.27145081758499146,,6099
61,,0.5436540842056274,6149
61,,0.08683907985687256,6199
61,0.21430805325508118,,6199
62,,0.2995731830596924,6249
62,,0.19080865383148193,6299
62,0.15518230199813843,,6299
63,,0.07996046543121338,6349
63,,0.4306892156600952,6399
63,0.2372976839542389,,6399
64,,0.22419285774230957,6449
64,,0.14837098121643066,6499
64,0.18008513748645782,,6499
65,,0.5309195518493652,6549
65,,0.29714107513427734,6599
65,0.24665115773677826,,6599
66,,0.2327500581741333,6649
66,,0.25009071826934814,6699
66,0.2659815847873688,,6699
67,,0.38893985748291016,6749
67,,0.2906970977783203,6799
67,0.26023465394973755,,6799
68,,0.29861128330230713,6849
68,,0.11821281909942627,6899
68,0.19736945629119873,,6899
69,,0.12344634532928467,6949
69,,0.28521645069122314,6999
69,0.18605628609657288,,6999
70,,0.8399240970611572,7049
70,,0.10065436363220215,7099
70,0.23722316324710846,,7099
71,,0.14689993858337402,7149
71,,0.12993526458740234,7199
71,0.18772631883621216,,7199
72,,0.4598419666290283,7249
72,,0.28106212615966797,7299
72,0.25200992822647095,,7299
73,,0.3459376096725464,7349
73,,0.22566044330596924,7399
73,0.20580632984638214,,7399
74,,0.2389240264892578,7449
74,,0.20206880569458008,7499
74,0.19050845503807068,,7499
75,,0.1895085573196411,7549
75,,0.22948932647705078,7599
75,0.1580810248851776,,7599
76,,0.25727057456970215,7649
76,,0.16899800300598145,7699
76,0.2151954621076584,,7699
77,,0.23508977890014648,7749
77,,0.2608671188354492,7799
77,0.21582119166851044,,7799
78,,0.22822511196136475,7849
78,,0.10125589370727539,7899
78,0.21424254775047302,,7899
79,,0.13499712944030762,7949
79,,0.11371004581451416,7999
79,0.17520087957382202,,7999
80,,0.07930505275726318,8049
80,,0.23052918910980225,8099
80,0.2097720354795456,,8099
81,,0.14818429946899414,8149
81,,0.04406106472015381,8199
81,0.15619081258773804,,8199
82,,0.0537872314453125,8249
82,,0.3270775079727173,8299
82,0.17834311723709106,,8299
83,,0.6198182106018066,8349
83,,0.2758907079696655,8399
83,0.26575443148612976,,8399
84,,0.08431684970855713,8449
84,,0.1418393850326538,8499
84,0.16913950443267822,,8499
85,,0.07710409164428711,8549
85,,0.14627671241760254,8599
85,0.18207067251205444,,8599
86,,0.10997498035430908,8649
86,,0.13305413722991943,8699
86,0.16463132202625275,,8699
87,,0.18644118309020996,8749
87,,0.299466609954834,8799
87,0.16246654093265533,,8799
88,,0.11166095733642578,8849
88,,0.22701668739318848,8899
88,0.20012803375720978,,8899
89,,0.19352149963378906,8949
89,,0.19768846035003662,8999
89,0.17521995306015015,,8999
90,,0.2859160900115967,9049
90,,0.0581134557723999,9099
90,0.16672120988368988,,9099
91,,0.23493576049804688,9149
91,,0.10570228099822998,9199
91,0.17406898736953735,,9199
92,,0.3423541784286499,9249
92,,0.07117593288421631,9299
92,0.21493864059448242,,9299
93,,0.08234477043151855,9349
93,,0.04551661014556885,9399
93,0.1597023457288742,,9399
94,,0.09809017181396484,9449
94,,0.10322964191436768,9499
94,0.1788177490234375,,9499
95,,0.10207223892211914,9549
95,,0.22646498680114746,9599
95,0.19183893501758575,,9599
96,,0.19026029109954834,9649
96,,0.20134806632995605,9699
96,0.14689749479293823,,9699
97,,0.3099433183670044,9749
97,,0.08899152278900146,9799
97,0.18764977157115936,,9799
98,,0.10728859901428223,9849
98,,0.24331700801849365,9899
98,0.18413320183753967,,9899
99,,0.26072728633880615,9949
99,,0.1416940689086914,9999
99,0.22707359492778778,,9999
