epoch,loss_epoch,loss_step,step
0,,2.3203344345092773,49
0,,1.2482903003692627,99
0,4.577783107757568,,99
1,,1.3105816841125488,149
1,,1.1563044786453247,199
1,1.3923869132995605,,199
2,,1.5041389465332031,249
2,,0.9868626594543457,299
2,1.384676218032837,,299
3,,1.6210873126983643,349
3,,1.5683728456497192,399
3,1.2764967679977417,,399
4,,1.5958913564682007,449
4,,1.1307566165924072,499
4,1.2546417713165283,,499
5,,0.6318472623825073,549
5,,0.41073930263519287,599
5,0.7141451835632324,,599
6,,0.7674394845962524,649
6,,0.4657931327819824,699
6,0.782787024974823,,699
7,,0.49313783645629883,749
7,,0.5734453201293945,799
7,0.4981253147125244,,799
8,,0.9457159042358398,849
8,,0.37348365783691406,899
8,0.5718951225280762,,899
9,,0.725159764289856,949
9,,0.3220834732055664,999
9,0.45206862688064575,,999
10,,1.231420636177063,1049
10,,0.5422345399856567,1099
10,0.5318999290466309,,1099
11,,1.3239222764968872,1149
11,,0.7105003595352173,1199
11,0.4556451141834259,,1199
12,,0.21651411056518555,1249
12,,0.6405704021453857,1299
12,0.5048637390136719,,1299
13,,0.862598180770874,1349
13,,0.17017757892608643,1399
13,0.5423809289932251,,1399
14,,0.28076744079589844,1449
14,,0.28939318656921387,1499
14,0.43473145365715027,,1499
15,,0.24356389045715332,1549
15,,0.9058957099914551,1599
15,0.3131667971611023,,1599
16,,0.2971612215042114,1649
16,,0.4663071632385254,1699
16,0.3758678138256073,,1699
17,,0.49851155281066895,1749
17,,1.3732422590255737,1799
17,0.4106152355670929,,1799
18,,0.496112585067749,1849
18,,0.37655186653137207,1899
18,0.4687246084213257,,1899
19,,0.7879526615142822,1949
19,,0.5687375068664551,1999
19,0.439767450094223,,1999
20,,0.33033859729766846,2049
20,,0.4808436632156372,2099
20,0.3812842071056366,,2099
21,,0.8303990364074707,2149
