epoch,loss_epoch,loss_step,step
0,,2.0065417289733887,49
0,,2.09088134765625,99
0,4.529953479766846,,99
1,,1.2306053638458252,149
1,,1.1635150909423828,199
1,1.3491908311843872,,199
2,,1.1490201950073242,249
2,,1.1712719202041626,299
2,1.2965919971466064,,299
3,,0.9222899675369263,349
3,,1.6791026592254639,399
3,1.3369488716125488,,399
4,,1.212984561920166,449
4,,0.9970673322677612,499
4,1.2342952489852905,,499
5,,0.2902188301086426,549
5,,1.0212780237197876,599
5,0.7524994015693665,,599
6,,1.3032523393630981,649
6,,0.8572715520858765,699
6,0.7388713359832764,,699
7,,0.29230403900146484,749
7,,0.49676311016082764,799
7,0.5716907382011414,,799
8,,0.39027345180511475,849
8,,0.6047343015670776,899
8,0.4244421422481537,,899
9,,0.5490025281906128,949
9,,0.1905139684677124,999
9,0.4193321168422699,,999
10,,0.3619558811187744,1049
10,,0.3494373559951782,1099
10,0.3682064414024353,,1099
11,,0.5730376243591309,1149
11,,0.3392047882080078,1199
11,0.36372697353363037,,1199
12,,0.5156792402267456,1249
12,,0.6591544151306152,1299
12,0.402430921792984,,1299
13,,0.23803210258483887,1349
13,,0.3267338275909424,1399
13,0.4130513668060303,,1399
14,,0.20341110229492188,1449
14,,0.10083234310150146,1499
14,0.45972883701324463,,1499
15,,0.274314284324646,1549
15,,0.5652557611465454,1599
15,0.38898077607154846,,1599
16,,0.1810169219970703,1649
16,,0.2645465135574341,1699
16,0.34980377554893494,,1699
17,,0.5041577816009521,1749
17,,0.22278308868408203,1799
17,0.30403828620910645,,1799
18,,0.17631947994232178,1849
18,,0.24206209182739258,1899
18,0.30526402592658997,,1899
19,,0.2245558500289917,1949
19,,0.7546724081039429,1999
19,0.4026816487312317,,1999
20,,0.2284989356994629,2049
20,,0.24441838264465332,2099
20,0.3950619399547577,,2099
21,,0.24352514743804932,2149
21,,0.49708092212677,2199
21,0.2808452248573303,,2199
22,,0.3136918544769287,2249
22,,0.36907124519348145,2299
22,0.35211819410324097,,2299
23,,0.39571380615234375,2349
23,,0.3359951972961426,2399
23,0.34309497475624084,,2399
24,,0.15508484840393066,2449
24,,0.1556103229522705,2499
24,0.30587345361709595,,2499
