epoch,loss_epoch,loss_step,step
0,,1.1483490467071533,49
0,,0.9201494455337524,99
0,1.1349682807922363,,99
1,,1.257678508758545,149
1,,1.415474534034729,199
1,1.1340364217758179,,199
2,,0.8425420522689819,249
2,,1.2393718957901,299
2,1.136587381362915,,299
3,,1.186108112335205,349
3,,1.049877643585205,399
3,1.1721928119659424,,399
4,,1.239900827407837,449
4,,1.3328540325164795,499
4,1.126562237739563,,499
5,,1.0565764904022217,549
5,,1.1698895692825317,599
5,1.1236605644226074,,599
6,,1.0125788450241089,649
6,,1.1440041065216064,699
6,1.1583318710327148,,699
7,,0.8513004779815674,749
7,,1.4061611890792847,799
7,1.1557475328445435,,799
8,,1.5029014348983765,849
8,,1.2126833200454712,899
8,1.172458529472351,,899
9,,1.2133550643920898,949
9,,1.2504605054855347,999
9,1.159472107887268,,999
10,,1.0502336025238037,1049
10,,1.204770803451538,1099
10,1.1782721281051636,,1099
11,,1.0886003971099854,1149
11,,1.3321428298950195,1199
11,1.1387962102890015,,1199
12,,1.3840014934539795,1249
12,,1.2964495420455933,1299
12,1.166752815246582,,1299
13,,1.0138137340545654,1349
13,,1.2700530290603638,1399
13,1.1251544952392578,,1399
14,,1.367162823677063,1449
14,,0.9845067858695984,1499
14,1.1445144414901733,,1499
15,,1.1318657398223877,1549
15,,1.378058910369873,1599
15,1.1459057331085205,,1599
16,,1.3062657117843628,1649
16,,1.0461084842681885,1699
16,1.1197456121444702,,1699
17,,0.9782743453979492,1749
17,,1.360694169998169,1799
17,1.1163603067398071,,1799
18,,1.3577998876571655,1849
18,,1.0118379592895508,1899
18,1.136776328086853,,1899
19,,0.7815985083580017,1949
19,,1.021694540977478,1999
19,1.169410228729248,,1999
20,,1.1296576261520386,2049
20,,1.2114231586456299,2099
20,1.1325347423553467,,2099
21,,1.147890329360962,2149
21,,1.446481704711914,2199
21,1.167214274406433,,2199
22,,1.2419054508209229,2249
22,,0.8947024345397949,2299
22,1.1548621654510498,,2299
23,,1.0176734924316406,2349
23,,1.0038115978240967,2399
23,1.1746647357940674,,2399
24,,1.1167734861373901,2449
24,,0.9971007108688354,2499
24,1.1423259973526,,2499
25,,1.0377815961837769,2549
25,,0.969289243221283,2599
25,1.1088656187057495,,2599
26,,1.296590805053711,2649
26,,1.051493763923645,2699
26,1.1532377004623413,,2699
27,,1.0223183631896973,2749
27,,1.0638453960418701,2799
27,1.1324981451034546,,2799
28,,1.0883474349975586,2849
28,,1.0247914791107178,2899
28,1.1740492582321167,,2899
29,,1.0256636142730713,2949
29,,1.0784485340118408,2999
29,1.1218243837356567,,2999
30,,1.0118796825408936,3049
30,,1.0505484342575073,3099
30,1.1686408519744873,,3099
31,,0.9570069313049316,3149
31,,1.1194918155670166,3199
31,1.1412742137908936,,3199
32,,1.2453532218933105,3249
32,,1.2797337770462036,3299
32,1.1799111366271973,,3299
33,,1.188960075378418,3349
33,,1.327838659286499,3399
33,1.1626876592636108,,3399
34,,1.1397706270217896,3449
34,,0.7920118570327759,3499
34,1.1589337587356567,,3499
35,,1.0685069561004639,3549
35,,1.1721159219741821,3599
35,1.1566917896270752,,3599
36,,1.0576756000518799,3649
36,,1.2657010555267334,3699
36,1.1443333625793457,,3699
37,,0.9196465015411377,3749
37,,1.0174516439437866,3799
37,1.1291489601135254,,3799
38,,1.469208002090454,3849
38,,1.1267892122268677,3899
38,1.1700209379196167,,3899
39,,0.7272810935974121,3949
