epoch,loss_epoch,loss_step,step
0,,1.5153793096542358,49
0,,1.4725697040557861,99
0,4.59901237487793,,99
1,,2.456305503845215,149
1,,1.346897840499878,199
1,1.3680044412612915,,199
2,,2.2014312744140625,249
2,,1.6181434392929077,299
2,1.3268154859542847,,299
3,,1.108845829963684,349
3,,0.9442702531814575,399
3,1.4108995199203491,,399
4,,1.2541236877441406,449
4,,1.2566670179367065,499
4,1.2964750528335571,,499
5,,1.1927931308746338,549
5,,1.6806976795196533,599
5,1.2862468957901,,599
6,,1.0449929237365723,649
6,,1.0537546873092651,699
6,1.2685883045196533,,699
7,,1.0638192892074585,749
7,,0.19666850566864014,799
7,0.5758160948753357,,799
8,,0.3387877941131592,849
8,,0.30223751068115234,899
8,0.6766725778579712,,899
9,,1.0277729034423828,949
9,,0.26334285736083984,999
9,0.6284217238426208,,999
10,,0.6630285978317261,1049
10,,0.7081836462020874,1099
10,0.40176305174827576,,1099
11,,0.5138535499572754,1149
11,,0.3254115581512451,1199
11,0.42078128457069397,,1199
12,,0.9347361326217651,1249
12,,0.27773749828338623,1299
12,0.6035141348838806,,1299
13,,0.20025169849395752,1349
13,,0.7442919015884399,1399
13,0.475551038980484,,1399
14,,0.2637300491333008,1449
14,,0.7542685270309448,1499
14,0.4881154000759125,,1499
15,,0.3632619380950928,1549
15,,0.6818774938583374,1599
15,0.4027661085128784,,1599
16,,0.22043168544769287,1649
16,,0.5221925973892212,1699
16,0.4520833194255829,,1699
17,,0.24417495727539062,1749
17,,0.607841968536377,1799
17,0.468994677066803,,1799
18,,0.19321930408477783,1849
18,,0.40864014625549316,1899
18,0.3966400921344757,,1899
19,,0.4237006902694702,1949
19,,0.14640283584594727,1999
19,0.4228018820285797,,1999
20,,0.2629636526107788,2049
20,,0.1652541160583496,2099
20,0.43086227774620056,,2099
21,,0.2165515422821045,2149
21,,0.23563921451568604,2199
21,0.31636208295822144,,2199
22,,0.9395319223403931,2249
22,,0.4955347776412964,2299
22,0.4921317994594574,,2299
23,,0.6743437051773071,2349
23,,0.13832354545593262,2399
23,0.3288080096244812,,2399
24,,0.5715492963790894,2449
24,,0.7502517700195312,2499
24,0.38938087224960327,,2499
25,,0.22249066829681396,2549
25,,0.17663979530334473,2599
25,0.30505073070526123,,2599
26,,0.0878835916519165,2649
26,,0.2449568510055542,2699
26,0.2639349102973938,,2699
27,,0.328346848487854,2749
27,,0.6320401430130005,2799
27,0.3575514554977417,,2799
28,,0.6958560943603516,2849
28,,0.19820475578308105,2899
28,0.3094249963760376,,2899
29,,0.21304786205291748,2949
29,,0.2596921920776367,2999
29,0.2655181884765625,,2999
30,,0.41133737564086914,3049
30,,0.10071659088134766,3099
30,0.3440835475921631,,3099
31,,0.6652975082397461,3149
31,,0.1681448221206665,3199
31,0.3533191382884979,,3199
32,,0.9445452690124512,3249
32,,0.1910330057144165,3299
32,0.36612677574157715,,3299
33,,0.5467621088027954,3349
33,,0.5549277067184448,3399
33,0.35214683413505554,,3399
34,,0.3868582248687744,3449
34,,0.6223403215408325,3499
34,0.29412129521369934,,3499
35,,0.20191442966461182,3549
35,,0.1379009485244751,3599
35,0.28932133316993713,,3599
36,,0.19520068168640137,3649
36,,0.3071357011795044,3699
36,0.2814839482307434,,3699
37,,0.39688384532928467,3749
37,,0.42670929431915283,3799
37,0.3443141281604767,,3799
38,,0.3388559818267822,3849
38,,0.4090684652328491,3899
38,0.32077258825302124,,3899
39,,0.08125293254852295,3949
39,,0.4054436683654785,3999
39,0.22567586600780487,,3999
40,,0.2422400712966919,4049
40,,0.201410174369812,4099
40,0.24830074608325958,,4099
41,,0.08846735954284668,4149
41,,0.5486105680465698,4199
41,0.2049369364976883,,4199
42,,0.16901350021362305,4249
42,,0.4096052646636963,4299
42,0.25598040223121643,,4299
43,,0.16885578632354736,4349
43,,0.2506512403488159,4399
43,0.2566642463207245,,4399
44,,0.15720951557159424,4449
44,,0.8105181455612183,4499
44,0.3539932370185852,,4499
45,,0.5291342735290527,4549
45,,0.301181435585022,4599
45,0.3601090610027313,,4599
46,,0.24523699283599854,4649
46,,0.2024519443511963,4699
46,0.2300247997045517,,4699
47,,0.33693790435791016,4749
47,,0.20449674129486084,4799
47,0.20104865729808807,,4799
48,,0.4269700050354004,4849
48,,0.24001610279083252,4899
48,0.28763869404792786,,4899
49,,0.18549633026123047,4949
49,,0.1275167465209961,4999
49,0.2715497314929962,,4999
50,,0.2739748954772949,5049
50,,0.30979740619659424,5099
50,0.3131827116012573,,5099
51,,0.13762056827545166,5149
51,,0.21274042129516602,5199
51,0.24494165182113647,,5199
52,,0.1620323657989502,5249
